"Dist Code","Year","State Code","State Name","Dist Name","PRIMARY SECTOR CONSTANT PRICES (Millions in Rs)","PRIMARY SECTOR CURRENT PRICES (Millions in Rs)","PRIMARY SECTOR CONSTANT SHARES (Percent)","PRIMARY SECTOR CURRENT SHARES (Percent)","SECONDARY SECTOR CONSTANT PRICES (Millions in Rs)","SECONDARY SECTOR CURRENT PRICES (Millions in Rs)","SECONDARY SECTOR CONSTANT SHARES (Percent)","SECONDARY SECTOR CURRENT SHARES (Percent)","TERTIARY SECTOR CONSTANT PRICES (Millions in Rs)","TERTIARY SECTOR CURRENT PRICES (Millions in Rs)","TERTIARY SECTOR CONSTANT SHARES (Percent)","TERTIARY SECTOR CURRENT SHARES (Percent)","TOTAL CONSTANT PRICES (Millions in Rs)","TOTAL CURRENT PRICES (Millions in Rs)","PER CAPITA CURRENT PRICES (1000 in Rs)"
"7","2007 (2004)","6","Madhya Pradesh","Jabalpur","4241","5086","6.16","6.21","17263","20565","25.06","25.13","47380","56187","68.78","68.66","68884","81837","35"
"7","2008 (2004)","6","Madhya Pradesh","Jabalpur","4591","6166","5.73","6.03","21044","26999","26.26","26.39","54500","69138","68.01","67.58","80135","102302","43"
"7","2009 (2004)","6","Madhya Pradesh","Jabalpur","4551","6752","5.27","5.88","22438","29899","26.0","26.05","59305","78142","68.72","68.07","86294","114793","48"
"7","2010 (2004)","6","Madhya Pradesh","Jabalpur","4936","8145","5.21","5.85","24815","35744","26.17","25.65","65054","95445","68.62","68.5","94805","139334","57"
"7","2011 (2004)","6","Madhya Pradesh","Jabalpur","5486","9808","5.36","6.06","26848","41498","26.22","25.65","70050","110482","68.42","68.29","102385","161787","66"
"7","2012 (2004)","6","Madhya Pradesh","Jabalpur","6104","12029","5.55","6.38","28505","47339","25.93","25.11","75309","129175","68.51","68.51","109918","188542","76"
"7","2013 (2004)","6","Madhya Pradesh","Jabalpur","7009","15562","5.98","7.2","29540","52336","25.21","24.23","80633","148114","68.81","68.57","117183","216012","85"
"8","2007 (2004)","6","Madhya Pradesh","Balaghat","7490","8970","32.25","32.07","4752","5674","20.46","20.29","10981","13323","47.29","47.64","23223","27967","17"
"8","2008 (2004)","6","Madhya Pradesh","Balaghat","8078","10862","31.08","31.76","5682","7393","21.86","21.62","12232","15947","47.06","46.63","25993","34202","21"
"8","2009 (2004)","6","Madhya Pradesh","Balaghat","7559","11271","27.26","29.0","6110","8264","22.03","21.26","14062","19337","50.71","49.75","27731","38871","23"
"8","2010 (2004)","6","Madhya Pradesh","Balaghat","8394","13902","27.07","28.91","6779","9779","21.86","20.33","15831","24413","51.06","50.76","31004","48094","29"
"8","2011 (2004)","6","Madhya Pradesh","Balaghat","9484","17030","27.57","29.41","7461","11447","21.69","19.77","17453","29426","50.74","50.82","34398","57903","34"
"8","2012 (2004)","6","Madhya Pradesh","Balaghat","10729","21179","28.11","30.21","8026","12917","21.02","18.43","19419","36008","50.87","51.36","38174","70104","41"
"8","2013 (2004)","6","Madhya Pradesh","Balaghat","12520","27755","29.67","33.01","8326","14343","19.73","17.06","21351","41994","50.6","49.94","42197","84092","48"
"9","2007 (2004)","6","Madhya Pradesh","Chhindwara","11572","13865","32.51","32.62","9532","11400","26.78","26.82","14488","17236","40.71","40.55","35592","42501","21"
"9","2008 (2004)","6","Madhya Pradesh","Chhindwara","12350","16565","31.42","32.24","11232","14724","28.57","28.66","15730","20086","40.01","39.1","39312","51375","25"
"9","2009 (2004)","6","Madhya Pradesh","Chhindwara","11498","17030","27.84","29.84","11995","16355","29.04","28.66","17807","23689","43.12","41.51","41300","57074","28"
"9","2010 (2004)","6","Madhya Pradesh","Chhindwara","9322","15385","22.38","24.62","13052","18847","31.33","30.15","19288","28270","46.3","45.23","41662","62501","30"
"9","2011 (2004)","6","Madhya Pradesh","Chhindwara","10826","19338","23.63","26.11","14048","21484","30.66","29.01","20950","33245","45.72","44.89","45823","74067","35"
"9","2012 (2004)","6","Madhya Pradesh","Chhindwara","12604","24818","25.15","28.38","14616","23014","29.17","26.32","22891","39613","45.68","45.3","50111","87445","41"
"9","2013 (2004)","6","Madhya Pradesh","Chhindwara","15195","33774","27.28","32.12","14921","25097","26.78","23.87","25593","46288","45.94","44.02","55709","105159","49"
"10","2007 (2004)","6","Madhya Pradesh","Narsinghpur","6542","7838","37.68","37.81","3122","3729","17.98","17.99","7698","9162","44.34","44.2","17362","20730","20"
"10","2008 (2004)","6","Madhya Pradesh","Narsinghpur","7010","9396","36.46","37.55","3805","4893","19.79","19.56","8409","10732","43.74","42.89","19224","25021","24"
"10","2009 (2004)","6","Madhya Pradesh","Narsinghpur","8159","12052","37.45","39.85","4090","5473","18.78","18.09","9535","12720","43.77","42.06","21784","30246","28"
"10","2010 (2004)","6","Madhya Pradesh","Narsinghpur","8022","13200","34.93","37.62","4542","6589","19.78","18.78","10400","15302","45.29","43.61","22964","35092","33"
"10","2011 (2004)","6","Madhya Pradesh","Narsinghpur","8841","15694","35.55","38.16","4750","7414","19.1","18.03","11280","18018","45.36","43.81","24870","41126","38"
"10","2012 (2004)","6","Madhya Pradesh","Narsinghpur","9745","19134","36.3","39.24","4829","8110","17.99","16.63","12270","21515","45.71","44.13","26844","48758","44"
"10","2013 (2004)","6","Madhya Pradesh","Narsinghpur","11114","24770","37.74","42.34","4962","8958","16.85","15.31","13374","24772","45.41","42.35","29450","58500","52"
