Key,  State Code,  State name,  District code,  District name,  Year, Potato Area (000Ha), Potato Production (000Tonnes), Sweet Potato Area (000Ha), Sweet Potato Production (000Tonnes), Onion Area (000Ha), Onion Production (000Tonnes), Green onion Area (000Ha), Green onion Production (000Tonnes), Tomato Area (000Ha), Tomato Production (000Tonnes), Ladys finger Area (000Ha), Ladys finger Production (000Tonnes), Brinjal Area (000Ha), Brinjal Production (000Tonnes), Cauliflower Area (000Ha), Cauliflower Production (000Tonnes), Cabbage Area (000Ha), Cabbage Production (000Tonnes), Knol Khol Area (000Ha), Knol Khol Production (000Tonnes), Pumpkin Area (000Ha), Pumpkin Production (000Tonnes), Mushroom Area (000Ha), Mushroom Production (000Tonnes), Drum Stick Area (000Ha), Drum Stick Production (000Tonnes), Ridge Gourd Area (000Ha), Ridge Gourd Production (000Tonnes), Ghosali Area (000Ha), Ghosali Production (000Tonnes), Sponge Gourd Area (000Ha), Sponge Gourd Production (000Tonnes), Bottle Gourd Area (000Ha), Bottle Gourd Production (000Tonnes), Bitter Gourd Area (000Ha), Bitter Gourd Production (000Tonnes), Snake gourd Area (000Ha), Snake gourd Production (000Tonnes), Tinda Area (000Ha), Tinda Production (000Tonnes), Kundru/Perwal Area (000Ha), Kundru/Perwal Production (000Tonnes), Cucurbits Area (000Ha), Cucurbits Production (000Tonnes), Pointed gourd Area (000Ha), Pointed gourd Production (000Tonnes), Ashgourd Area (000Ha), Ashgourd Production (000Tonnes), Little Gourd Area (000Ha), Little Gourd Production (000Tonnes),Gourds &  Coccinia Area (000Ha),Gourds &  Coccinia Production (000Tonnes),Other Gourd Varieties Area (000Ha),Other Gourd Varieties Production (000Tonnes), Gourds Area (000Ha), Gourds Production (000Tonnes), Cowpea Area (000Ha), Cowpea Production (000Tonnes), Green Peas Area (000Ha), Green Peas Production (000Tonnes), Peas Area (000Ha), Peas Production (000Tonnes), Cluster beans Area (000Ha), Cluster beans Production (000Tonnes), Beans Area (000Ha), Beans Production (000Tonnes), French Bean Area (000Ha), French Bean Production (000Tonnes),Beans (All Inc Lab-lab(Sem) Area (000Ha),Beans (All Inc Lab-lab(Sem) Production (000Tonnes), Lab Lab Area (000Ha), Lab Lab Production (000Tonnes), Avarai Area (000Ha), Avarai Production (000Tonnes), Karamani Area (000Ha), Karamani Production (000Tonnes), Mogri Area (000Ha), Mogri Production (000Tonnes), Kakri Area (000Ha), Kakri Production (000Tonnes), Kheera Area (000Ha), Kheera Production (000Tonnes), Gherkins Area (000Ha), Gherkins Production (000Tonnes),Long melon (Kakri) Area (000Ha),Long melon (Kakri) Production (000Tonnes), Kachari Area (000Ha), Kachari Production (000Tonnes), Cucumber Area (000Ha), Cucumber Production (000Tonnes), Leafy Veg. Area (000Ha), Leafy Veg. Production (000Tonnes), Spinach (Palak) Area (000Ha), Spinach (Palak) Production (000Tonnes), Math/Rajgira Area (000Ha), Math/Rajgira Production (000Tonnes), Methi Area (000Ha), Methi Production (000Tonnes), Amaranthus Area (000Ha), Amaranthus Production (000Tonnes), Jimikand Area (000Ha), Jimikand Production (000Tonnes), Yam Area (000Ha), Yam Production (000Tonnes), Elephant Yam Area (000Ha), Elephant Yam Production (000Tonnes), Ratalu Area (000Ha), Ratalu Production (000Tonnes), Tapioca Area (000Ha), Tapioca Production (000Tonnes), Amorphospholus Area (000Ha), Amorphospholus Production (000Tonnes), Mooli Area (000Ha), Mooli Production (000Tonnes), Colocasia Area (000Ha), Colocasia Production (000Tonnes), Arbi Area (000Ha), Arbi Production (000Tonnes), Turnip Area (000Ha), Turnip Production (000Tonnes), Radish Area (000Ha), Radish Production (000Tonnes), Carrot Area (000Ha), Carrot Production (000Tonnes),"Radish, Turnip & Carrot Area (000Ha)","Radish, Turnip & Carrot Production (000Tonnes)","  Root 
crops Area (000Ha)","  Root 
crops Production (000Tonnes)",Other Root crops Area (000Ha),Other Root crops Production (000Tonnes), Beetroot Area (000Ha), Beetroot Production (000Tonnes), Wall (pawata) Area (000Ha), Wall (pawata) Production (000Tonnes), Wal Area (000Ha), Wal Production (000Tonnes), Vine Crops Area (000Ha), Vine Crops Production (000Tonnes), Oal Area (000Ha), Oal Production (000Tonnes), Green Chillies Area (000Ha), Green Chillies Production (000Tonnes),Capsicum &  Chillies Area (000Ha),Capsicum &  Chillies Production (000Tonnes), Capsicum Area (000Ha), Capsicum Production (000Tonnes), Shimla Mirchi Area (000Ha), Shimla Mirchi Production (000Tonnes), Water Melon Area (000Ha), Water Melon Production (000Tonnes), Musk Melon Area (000Ha), Musk Melon Production (000Tonnes), Turmeric Area (000Ha), Turmeric Production (000Tonnes), Garlic Area (000Ha), Garlic Production (000Tonnes), Curry leaves Area (000Ha), Curry leaves Production (000Tonnes), Mint Area (000Ha), Mint Production (000Tonnes),Green Coriander Area (000Ha),Green Coriander Production (000Tonnes),Other Vegetables Area (000Ha),Other Vegetables Production (000Tonnes),Total  Vegetables Area (000Ha),Total  Vegetables Production (000Tonnes),
93120112,2,Bihar,931,Begusarai,2011,7.82,160.99,0.04,0.90,2.00,47.93,.,.,1.87,45.12,2.29,33.48,2.68,63.07,1.88,35.01,1.10,20.81,.,.,0.02,0.35,.,.,.,.,0.25,1.71,.,.,1.53,22.32,1.03,23.86,0.27,2.14,.,.,.,.,.,.,.,.,0.26,3.69,0.01,0.34,.,.,.,.,.,.,.,.,0.38,3.38,.,.,0.34,2.89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.95,.,.,.,.,0.56,9.43,0.15,1.85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,2.66,1.44,18.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.43,21.12,27.56,523.39,
93120142,2,Bihar,931,Begusarai,2014,6.00,168.00,0.00,0.70,2.00,42.40,.,.,1.90,43.50,2.40,32.80,2.80,58.90,1.80,34.90,1.90,20.90,.,.,0.00,0.30,.,.,.,.,.,.,.,.,.,.,1.10,22.90,0.30,1.50,.,.,.,.,.,.,.,.,0.20,2.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,2.40,.,.,0.40,3.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,2.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,8.90,0.10,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.70,19.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.50,21.20,25.10,488.90,
93120152,2,Bihar,931,Begusarai,2015,6.00,168.00,.,0.70,2.00,42.40,.,.,1.90,43.50,2.40,32.80,2.81,58.94,1.80,34.90,1.90,20.90,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,1.10,22.90,0.30,1.50,.,.,.,.,.,.,.,.,0.20,2.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,2.40,.,.,0.40,3.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,8.90,0.10,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.70,19.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.50,21.20,25.11,488.94,
93120162,2,Bihar,931,Begusarai,2016,6.50,182.00,.,0.70,2.00,42.40,.,.,1.91,43.61,2.40,32.83,2.81,58.94,1.82,35.29,1.72,18.87,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,1.11,23.11,0.30,1.51,.,.,.,.,.,.,.,.,0.20,2.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,2.40,.,.,0.40,3.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.60,8.90,0.10,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.71,19.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.50,21.20,25.48,501.78,
93220092,2,Bihar,932,Katihar,2009,7.21,119.62,.,.,3.81,75.36,.,.,1.41,32.67,1.73,22.54,1.76,40.81,2.86,50.94,1.85,32.89,.,.,.,.,.,.,.,.,0.45,2.80,.,.,2.00,27.97,1.33,27.78,0.62,4.45,.,.,.,.,.,.,.,.,0.32,3.41,0.01,0.19,.,.,.,.,.,.,.,.,0.99,8.09,.,.,0.42,3.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.51,.,.,.,.,0.65,10.40,0.14,1.66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.42,1.88,21.85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.43,20.91,30.98,508.99,
93220102,2,Bihar,932,Katihar,2010,7.23,132.27,.,.,3.84,76.11,.,.,1.42,32.54,1.74,24.20,1.77,38.72,2.88,51.34,1.86,33.78,.,.,.,.,.,.,.,.,0.47,2.99,.,.,2.02,28.70,1.34,27.65,0.64,4.76,.,.,.,.,.,.,.,.,0.33,3.43,0.02,0.39,.,.,.,.,.,.,.,.,1.00,8.22,.,.,0.43,3.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.59,.,.,.,.,0.65,10.04,0.15,1.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.73,1.89,21.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.45,20.82,31.28,524.83,
93220112,2,Bihar,932,Katihar,2011,7.25,139.51,.,.,3.86,91.41,.,.,1.43,34.13,1.77,25.47,1.79,41.55,2.90,53.00,1.87,35.23,.,.,0.01,0.11,.,.,.,.,0.48,3.24,.,.,2.04,29.93,1.36,31.03,0.66,5.25,.,.,.,.,.,.,.,.,0.35,5.08,0.02,0.47,.,.,.,.,.,.,.,.,1.02,8.99,.,.,0.44,3.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.09,1.00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.06,0.70,.,.,.,.,0.67,11.22,0.16,1.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.83,1.91,23.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.40,20.88,31.53,568.15,
93220142,2,Bihar,932,Katihar,2014,5.60,147.80,.,.,3.90,83.10,.,.,1.40,32.50,1.80,24.50,1.80,1.80,3.00,5.10,2.30,38.90,.,.,0.00,0.40,.,.,.,.,.,.,.,.,.,.,1.40,27.60,0.60,4.80,.,.,.,.,.,.,.,.,0.40,3.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,3.10,.,.,1.00,8.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.80,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,10.00,1.50,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.00,22.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.40,20.80,30.00,438.20,
93220152,2,Bihar,932,Katihar,2015,5.60,147.80,.,.,3.90,83.10,.,.,1.40,32.50,1.80,24.50,1.80,1.80,3.00,5.10,2.30,38.90,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,1.40,27.60,0.60,4.80,.,.,.,.,.,.,.,.,0.40,3.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,3.10,.,.,1.00,8.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.80,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,10.00,1.50,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.00,22.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.40,20.80,30.00,438.20,
93220162,2,Bihar,932,Katihar,2016,5.61,148.06,.,.,3.91,83.25,.,.,1.41,32.62,1.81,24.60,1.81,1.81,3.02,2.13,2.30,38.90,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,1.42,27.92,0.60,4.80,.,.,.,.,.,.,.,.,0.41,3.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,3.10,.,.,1.00,8.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.80,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,10.00,1.50,1.70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.01,23.01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.40,20.83,30.09,436.40,
93420092,2,Bihar,934,Jehanabad,2009,3.59,60.72,.,.,0.53,9.77,.,.,0.75,16.93,0.57,7.08,0.64,12.90,0.54,9.10,0.39,6.88,.,.,.,.,.,.,.,.,0.10,0.58,.,.,0.31,4.26,0.47,9.37,0.12,0.80,.,.,.,.,.,.,.,.,0.03,0.30,0.02,0.53,.,.,.,.,.,.,.,.,0.15,1.10,.,.,0.05,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.08,.,.,.,.,0.13,1.92,0.06,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.18,0.38,4.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.15,2.03,9.03,150.22,
93420102,2,Bihar,934,Jehanabad,2010,3.61,66.08,.,.,0.55,11.10,.,.,0.75,16.29,0.58,7.85,0.65,13.74,0.54,9.70,0.40,7.24,.,.,.,.,.,.,.,.,0.11,0.67,.,.,0.32,4.47,0.49,9.77,0.13,0.90,.,.,.,.,.,.,.,.,0.03,0.36,0.03,0.79,.,.,.,.,.,.,.,.,0.16,1.21,.,.,0.07,0.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.10,.,.,.,.,0.14,2.21,0.07,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.31,0.39,4.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.16,2.29,9.22,161.32,
93420112,2,Bihar,934,Jehanabad,2011,3.65,66.87,.,.,0.56,12.33,.,.,0.76,17.23,0.59,8.22,0.66,14.30,0.55,9.97,0.41,7.58,.,.,0.01,0.11,.,.,.,.,0.12,0.77,.,.,0.33,4.69,0.49,10.14,0.14,1.01,.,.,.,.,.,.,.,.,0.04,0.43,0.04,0.89,.,.,.,.,.,.,.,.,0.16,1.43,.,.,0.07,0.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.13,.,.,.,.,0.15,2.38,0.07,0.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.40,0.40,4.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.16,2.26,9.41,167.80,
93420142,2,Bihar,934,Jehanabad,2014,2.80,73.80,.,.,0.50,13.10,.,.,0.50,16.30,0.60,7.90,0.70,13.70,0.50,9.70,0.40,7.50,.,.,0.00,0.80,.,.,.,.,.,.,.,.,.,.,0.50,9.90,0.10,0.90,.,.,.,.,.,.,.,.,0.00,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.40,.,.,0.20,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,2.20,0.10,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,4.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.30,7.70,166.20,
93420152,2,Bihar,934,Jehanabad,2015,2.81,73.80,.,.,0.50,13.10,.,.,0.50,16.30,0.60,7.90,0.70,13.70,0.50,9.70,0.40,7.50,.,.,.,0.80,.,.,.,.,.,.,.,.,.,.,0.50,9.90,0.10,0.90,.,.,.,.,.,.,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.40,.,.,0.20,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,2.20,0.10,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,4.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.30,7.71,166.20,
93420162,2,Bihar,934,Jehanabad,2016,2.81,73.85,.,.,0.52,13.52,.,.,0.51,16.53,0.61,8.07,0.72,14.09,0.52,10.01,0.41,7.67,.,.,.,0.80,.,.,.,.,.,.,.,.,.,.,0.51,10.10,0.10,0.90,.,.,.,.,.,.,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.41,.,.,0.20,1.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,2.20,0.10,0.80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.41,4.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,2.30,7.81,168.23,
93520092,2,Bihar,935,Madhepura,2009,6.94,113.63,.,.,0.97,18.29,.,.,1.15,25.48,1.10,14.29,1.57,33.15,1.77,29.48,1.49,25.28,.,.,.,.,.,.,.,.,0.39,2.11,.,.,2.07,27.68,0.86,17.33,0.47,3.03,.,.,.,.,.,.,.,.,0.23,2.40,0.00,0.09,.,.,.,.,.,.,.,.,0.67,4.97,.,.,0.23,1.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.27,.,.,.,.,0.38,5.58,0.12,1.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.17,0.70,7.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.42,5.64,21.60,339.87,
93520102,2,Bihar,935,Madhepura,2010,6.96,125.33,.,.,0.98,19.05,.,.,1.16,25.50,1.11,14.37,1.58,33.86,1.78,30.90,1.49,26.00,.,.,.,.,.,.,.,.,0.40,2.38,.,.,2.08,28.54,0.87,17.53,0.48,3.39,.,.,.,.,.,.,.,.,0.25,2.60,0.01,0.19,.,.,.,.,.,.,.,.,0.68,5.13,.,.,0.25,1.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.05,0.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.31,.,.,.,.,0.38,5.88,0.12,1.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.36,0.70,7.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.44,6.09,21.81,358.82,
93520112,2,Bihar,935,Madhepura,2011,6.98,131.32,.,.,0.99,23.12,.,.,1.16,26.54,1.12,15.47,1.60,35.93,1.79,32.18,1.50,26.83,.,.,0.02,0.21,.,.,.,.,0.41,2.69,.,.,2.09,30.13,0.88,19.69,0.49,3.74,.,.,.,.,.,.,.,.,0.26,4.35,0.01,0.29,.,.,.,.,.,.,.,.,0.69,5.72,.,.,0.25,2.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.07,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.38,.,.,.,.,0.39,6.38,0.13,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.46,0.71,8.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.43,6.11,22.00,384.25,
93520142,2,Bihar,935,Madhepura,2014,5.30,140.10,.,.,1.00,22.60,.,.,1.20,25.50,1.10,14.40,1.60,33.90,1.80,30.90,1.50,26.00,.,.,0.00,0.20,.,.,.,.,.,.,.,.,.,.,0.90,17.50,0.50,3.40,.,.,.,.,.,.,.,.,0.20,2.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,1.60,.,.,0.70,5.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,5.90,0.10,1.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,7.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,6.10,17.70,346.20,
93520152,2,Bihar,935,Madhepura,2015,5.30,140.10,.,.,1.00,22.60,.,.,1.20,25.50,1.10,14.40,1.60,33.90,1.80,30.90,1.50,26.00,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,0.90,17.50,0.50,3.40,.,.,.,.,.,.,.,.,0.20,2.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,1.60,.,.,0.70,5.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,5.90,0.10,1.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,7.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,6.10,17.70,346.20,
93520162,2,Bihar,935,Madhepura,2016,5.31,140.36,.,.,1.00,22.60,.,.,1.21,25.78,1.11,14.53,1.60,33.90,1.82,31.24,1.50,26.00,.,.,.,0.20,.,.,.,.,.,.,.,.,.,.,0.91,17.69,0.50,3.40,.,.,.,.,.,.,.,.,0.21,2.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.20,1.60,.,.,0.70,5.20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.10,0.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,5.90,0.10,1.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,7.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,6.10,17.78,347.54,
93620092,2,Bihar,936,Khagaria,2009,5.39,88.90,.,.,0.77,14.05,.,.,1.08,23.85,1.53,20.36,1.41,27.84,1.23,20.24,0.69,11.89,.,.,.,.,.,.,.,.,0.33,1.90,.,.,0.78,10.58,0.52,10.49,0.11,0.79,.,.,.,.,.,.,.,.,0.18,1.90,0.01,0.17,.,.,.,.,.,.,.,.,0.20,1.47,.,.,0.17,1.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.22,.,.,.,.,0.35,5.08,0.08,0.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.26,0.97,10.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.65,8.59,16.50,261.48,
93620102,2,Bihar,936,Khagaria,2010,5.40,97.16,.,.,0.77,14.55,.,.,1.09,23.57,1.54,21.07,1.42,29.64,1.24,21.42,0.70,12.58,.,.,.,.,.,.,.,.,0.33,2.03,.,.,0.79,10.38,0.53,10.16,0.13,0.81,.,.,.,.,.,.,.,.,0.19,1.92,0.01,0.34,.,.,.,.,.,.,.,.,0.21,1.55,.,.,0.17,1.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.02,0.24,.,.,.,.,0.35,5.40,0.09,0.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.41,0.97,10.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.66,8.96,16.65,275.55,
93620112,2,Bihar,936,Khagaria,2011,5.41,99.08,.,.,0.78,16.81,.,.,1.09,24.29,1.55,21.50,1.43,30.80,1.24,22.13,0.70,12.81,.,.,0.01,0.17,.,.,.,.,0.34,2.11,.,.,0.79,10.93,0.53,10.53,0.14,0.93,.,.,.,.,.,.,.,.,0.20,2.72,0.02,0.44,.,.,.,.,.,.,.,.,0.21,1.70,.,.,0.18,1.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.04,0.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.30,.,.,.,.,0.36,5.75,0.09,1.03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.01,0.51,0.98,11.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.65,9.04,16.76,287.00,
93620142,2,Bihar,936,Khagaria,2014,4.10,108.60,.,.,0.80,17.30,.,.,1.10,23.60,1.30,21.20,1.20,29.60,1.30,21.40,0.70,12.70,.,.,0.00,0.30,.,.,.,.,.,.,.,.,.,.,0.50,10.20,0.10,0.80,.,.,.,.,.,.,.,.,0.20,1.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,1.10,.,.,0.20,1.50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.00,0.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.40,5.40,0.10,0.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.00,10.90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.70,9.00,14.40,277.20,
